CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Domain Name,Parent,Customer priority,Income Level,Education Category,Full Name,Birth Year
25453,Mr.,Drew,She,26-Feb-67,S,M,drew0@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Drew She,1967
25454,Mr.,Terry,She,02-Apr-67,S,M,terry3@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Terry She,1967
12824,Mr.,Kristopher,Subram,06-May-66,S,M,kristopher11@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Kristopher Subram,1966
13785,Mr.,Clayton,She,25-Feb-66,S,M,clayton20@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Clayton She,1966
13786,Mr.,Jon,Chavez,05-Oct-66,S,M,jon11@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jon Chavez,1966
14936,Mr.,Bryan,Sanchez,20-Feb-67,S,M,bryan18@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Bryan Sanchez,1967
14935,Mr.,Rafael,Liang,11-Jun-67,S,M,rafael18@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Rafael Liang,1967
14934,Mr.,Jermaine,Sai,24-Mar-67,S,M,jermaine4@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jermaine Sai,1967
14785,Mr.,Gavin,Patterson,11-Mar-67,S,M,gavin10@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Gavin Patterson,1967
14784,Mr.,Victor,Dominguez,05-Dec-67,S,M,victor13@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Victor Dominguez,1967
11558,Mr.,Ivan,Malhotra,22-Aug-67,S,M,ivan3@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Ivan Malhotra,1967
16402,Mr.,Alexander,Martin,03-Oct-67,S,M,alexander18@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Alexander Martin,1967
16399,Mr.,Arturo,Xu,17-Oct-67,S,M,arturo29@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Arturo Xu,1967
11559,Mr.,Frederick,Subram,16-Dec-67,S,M,frederick12@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Frederick Subram,1967
16390,Mr.,Mario,Nath,26-Feb-68,S,M,mario17@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Mario Nath,1968
16391,Mr.,Sergio,Suri,04-Nov-68,S,M,sergio0@adventure-works.com,30000,1,Bachelors,Clerical,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Sergio Suri,1968
21035,Mr.,Roy,Sanchez,16-Jul-69,M,M,roy20@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Roy Sanchez,1969
21036,Mr.,Ruben,Hernandez,22-Jun-69,M,M,ruben27@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Ruben Hernandez,1969
20980,Mr.,Matthew,Miller,10-Aug-41,S,M,matthew12@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Matthew Miller,1941
21050,Mr.,Alan,Cai,04-Feb-68,M,M,alan25@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Alan Cai,1968
21053,Mr.,Jamie,Vazquez,11-Aug-68,M,M,jamie36@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jamie Vazquez,1968
20824,Mr.,Derek,Xu,10-May-43,S,M,derek5@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Derek Xu,1943
20848,Mr.,Vincent,Liu,17-Jun-58,M,M,vincent4@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Vincent Liu,1958
20876,Mr.,Jackson,Alexander,27-Apr-68,S,M,jackson21@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jackson Alexander,1968
20877,Mr.,Richard,Ross,13-Oct-68,S,M,richard60@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Richard Ross,1968
20886,Mr.,Bruce,Raman,11-Mar-67,M,M,bruce11@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Bruce Raman,1967
20893,Mr.,Robert,Hall,06-Aug-27,M,M,robert89@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Robert Hall,1927
22630,Mr.,Roger,Wu,08-Oct-68,M,M,roger11@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Roger Wu,1968
22644,Mr.,Marc,Ortega,16-Mar-67,S,M,marc26@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Marc Ortega,1967
22600,Mr.,Maurice,Kumar,13-Aug-58,S,M,maurice8@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Maurice Kumar,1958
22463,Mr.,Raymond,Chandra,28-Aug-68,M,M,raymond4@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Raymond Chandra,1968
22471,Mr.,Joel,Martinez,05-Sep-67,S,M,joel16@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Joel Martinez,1967
22473,Mr.,Clifford,Patel,14-May-67,S,M,clifford3@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Clifford Patel,1967
22570,Mr.,Jackson,Yang,08-Jul-39,S,M,jackson0@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jackson Yang,1939
17950,Mr.,Alberto,Ortega,19-Nov-58,M,M,alberto21@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Alberto Ortega,1958
17973,Mr.,Johnathan,Rodriguez,15-Jun-68,M,M,johnathan18@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Johnathan Rodriguez,1968
17981,Mr.,Fernando,Mitchell,23-Apr-67,M,M,fernando36@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Fernando Mitchell,1967
17723,Mr.,Johnathan,Malhotra,09-Oct-42,M,M,johnathan6@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Johnathan Malhotra,1942
17777,Mr.,Armando,Alvarez,03-Jul-68,M,M,armando5@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Armando Alvarez,1968
17794,Mr.,Theodore,Rowe,09-Feb-66,M,M,theodore22@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Theodore Rowe,1966
20164,Mr.,Carol Ann,Rockne,15-Jul-43,M,M,carolann0@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Carol Ann Rockne,1943
19450,Mr.,Keith,Lal,18-Feb-67,M,M,keith11@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Keith Lal,1967
19436,Mr.,Gregory,Pal,01-Oct-69,M,M,gregory15@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Gregory Pal,1969
19290,Mr.,Sergio,Prasad,06-May-58,S,M,sergio10@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Sergio Prasad,1958
19309,Mr.,Frank,Suarez,22-Nov-68,M,M,frank27@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Frank Suarez,1968
19326,Mr.,Marcus,Robinson,14-Sep-66,M,M,marcus19@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Marcus Robinson,1966
27771,Mr.,Terrance,Subram,17-Jul-67,S,M,terrance10@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Terrance Subram,1967
26830,Mr.,Levi,Perez,22-Sep-66,M,M,levi19@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Levi Perez,1966
26831,Mr.,Drew,Raje,04-Mar-66,M,M,drew15@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Drew Raje,1966
26966,Mr.,Cedric,Zhang,09-Feb-68,S,M,cedric0@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Cedric Zhang,1968
26928,Mr.,Roger,Nara,20-Oct-43,S,M,roger44@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Roger Nara,1943
29466,Mr.,Lance,Jimenez,26-Nov-43,M,M,lance5@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Lance Jimenez,1943
28519,Mr.,Jésus,Ramos,15-Oct-69,M,M,jésus16@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jésus Ramos,1969
28532,Mr.,Tony,Xie,06-Dec-68,M,M,tony6@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Tony Xie,1968
28477,Mr.,Kenneth,Tang,03-Sep-41,M,M,kenneth4@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Kenneth Tang,1941
23988,Mr.,Cesar,Sánchez,19-Jun-41,M,M,cesar20@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Cesar Sánchez,1941
23901,Mr.,Max,Gutierrez,17-Jul-67,M,M,max11@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Max Gutierrez,1967
23903,Mr.,Harold,Subram,01-Oct-67,M,M,harold10@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Harold Subram,1967
26359,Mr.,George,Raman,21-Aug-67,M,M,george18@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. George Raman,1967
25553,Mr.,Brett,Srini,22-Feb-41,M,M,brett8@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Brett Srini,1941
25619,Mr.,Rafael,Raji,23-Mar-68,M,M,rafael45@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Rafael Raji,1968
25616,Mr.,Jésus,Rubio,27-Feb-68,M,M,jésus20@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jésus Rubio,1968
15461,Mr.,Alberto,Gutierrez,13-May-42,M,M,alberto12@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Alberto Gutierrez,1942
12566,Mr.,Omar,Yang,03-May-42,M,M,omar5@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Omar Yang,1942
12590,Mr.,Mario,Chander,27-May-43,S,M,mario14@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Mario Chander,1943
12564,Mr.,Marshall,Yang,09-Mar-41,M,M,marshall4@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Marshall Yang,1941
12563,Mr.,Alejandro,Lin,11-Apr-41,M,M,alejandro10@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Alejandro Lin,1941
12813,Mr.,Reginald,Ramos,08-Nov-67,M,M,reginald3@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Reginald Ramos,1967
12810,Mr.,Chase,Stewart,28-Jul-26,M,M,chase23@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Chase Stewart,1926
12799,Mr.,George,Chandra,15-Jun-68,M,M,george8@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. George Chandra,1968
12273,Mr.,Nelson,Carlson,14-Oct-58,M,M,nelson17@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Nelson Carlson,1958
12239,Mr.,Alberto,Ramos,01-Jun-42,M,M,alberto17@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Alberto Ramos,1942
12468,Mr.,Wayne,Nath,25-Oct-67,M,M,wayne21@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Wayne Nath,1967
12472,Mr.,Jeffery,Zhang,09-Sep-66,M,M,jeffery0@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jeffery Zhang,1966
13787,Mr.,Glenn,Cai,14-Jul-66,M,M,glenn22@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Glenn Cai,1966
13765,Mr.,Jaime,Shen,11-Aug-68,M,M,jaime26@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jaime Shen,1968
13766,Mr.,Joe,Gill,04-Feb-68,M,M,joe37@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Joe Gill,1968
13776,Mr.,Miguel,Carter,13-Feb-26,M,M,miguel36@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Miguel Carter,1926
13777,Mr.,Manuel,Perez,13-Nov-67,M,M,manuel19@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Manuel Perez,1967
13778,Mr.,Roger,Huang,12-Nov-67,M,M,roger10@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Roger Huang,1967
14929,Mr.,Peter,Anand,03-Oct-68,M,M,peter27@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Peter Anand,1968
14928,Mr.,Roy,Patel,21-Mar-68,M,M,roy3@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Roy Patel,1968
14926,Mr.,Juan,Rogers,21-Mar-68,M,M,juan29@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Juan Rogers,1968
13543,Mr.,Phillip,Rana,02-Aug-58,S,M,phillip12@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Phillip Rana,1958
13516,Mr.,Harold,Ray,16-Feb-42,M,M,harold8@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Harold Ray,1942
14786,Mr.,Tristan,Jenkins,12-Aug-67,M,M,tristan7@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Tristan Jenkins,1967
14770,Mr.,Melvin,Andersen,05-Jun-68,M,M,melvin11@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Melvin Andersen,1968
11374,Mr.,Jimmy,Ortega,28-Jun-43,S,M,jimmy26@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jimmy Ortega,1943
11375,Mr.,Francisco,Martinez,09-May-43,M,M,francisco19@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Francisco Martinez,1943
16400,Mr.,Theodore,Ramos,10-Mar-67,M,M,theodore18@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Theodore Ramos,1967
11569,Mr.,Troy,Malhotra,10-May-66,M,M,troy5@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Troy Malhotra,1966
16389,Mr.,Arturo,Shen,04-Oct-68,S,M,arturo26@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Arturo Shen,1968
16388,Mr.,Jay,Torres,26-Nov-68,M,M,jay41@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jay Torres,1968
16511,Mr.,Joe,Raman,20-Jun-42,M,M,joe15@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Joe Raman,1942
11545,Mr.,Reginald,Dominguez,25-Mar-68,M,M,reginald20@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Reginald Dominguez,1968
11544,Mr.,Joel,Garcia,07-May-68,M,M,joel14@adventure-works.com,30000,1,Bachelors,Clerical,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Joel Garcia,1968
20961,Mr.,Keith,Goldberg,09-Mar-61,M,M,keith23@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Keith Goldberg,1961
20798,Mr.,Mathew,Munoz,04-Sep-58,M,M,mathew3@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Mathew Munoz,1958
20800,Mr.,Connor,Jenkins,16-Nov-57,M,M,connor3@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Connor Jenkins,1957
22550,Mr.,Kristopher,Rana,10-Mar-61,M,M,kristopher10@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Kristopher Rana,1961
22554,Mr.,Gilbert,Xu,20-May-58,M,M,gilbert26@adventure-works.com,10000,1,Bachelors,Manual,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Gilbert Xu,1958
22555,Mr.,Ethan,Taylor,06-Sep-58,M,M,ethan42@adventure-works.com,20000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Ethan Taylor,1958
22556,Mr.,Oscar,Griffin,09-Apr-58,S,M,oscar7@adventure-works.com,20000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Oscar Griffin,1958
17877,Mr.,Danny,Blanco,15-Aug-62,S,M,danny16@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Danny Blanco,1962
17879,Mr.,Seth,Rivera,28-Aug-61,M,M,seth81@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Seth Rivera,1961
17887,Mr.,Joel,Madan,20-Oct-58,M,M,joel7@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Joel Madan,1958
17889,Mr.,Blake,Taylor,28-Jun-58,M,M,blake8@adventure-works.com,20000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Blake Taylor,1958
17706,Mr.,Gabriel,Coleman,11-Sep-61,M,M,gabriel2@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Gabriel Coleman,1961
17712,Mr.,Gary,Blanco,09-May-58,S,M,gary26@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Gary Blanco,1958
20137,Mr.,Jarrod,Fernandez,11-May-61,M,M,jarrod15@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Jarrod Fernandez,1961
20139,Mr.,Connor,Wright,08-Feb-79,M,M,connor48@adventure-works.com,10000,0,Bachelors,Manual,Y,Adventure      Works,No,Standard,Low,Undergrad,Mr. Connor Wright,1979
20140,Mr.,Joe,Navarro,07-Sep-58,M,M,joe33@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Joe Navarro,1958
19249,Mr.,Chad,Andersen,03-Dec-61,M,M,chad15@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Chad Andersen,1961
29442,Mr.,Damien,Yuan,03-Sep-58,S,M,damien24@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Damien Yuan,1958
29435,Mr.,Stanley,Rodriguez,11-Nov-62,M,M,stanley21@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Stanley Rodriguez,1962
28450,Mr.,Nelson,Martin,14-Feb-62,S,M,nelson0@adventure-works.com,10000,1,Bachelors,Manual,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Nelson Martin,1962
28455,Mr.,Raymond,Sara,06-Jun-61,M,M,raymond12@adventure-works.com,10000,1,Bachelors,Manual,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Raymond Sara,1961
28460,Mr.,Nathan,Powell,04-Jun-58,M,M,nathan4@adventure-works.com,20000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Nathan Powell,1958
23968,Mr.,Caleb,Baker,09-Dec-61,M,M,caleb37@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Caleb Baker,1961
23969,Mr.,Cole,Sanders,05-Jan-61,S,M,cole4@adventure-works.com,10000,1,Bachelors,Manual,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Cole Sanders,1961
23975,Mr.,Frank,Blanco,24-Oct-58,S,M,frank23@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Frank Blanco,1958
25688,Mr.,Patrick,Morris,25-Jul-61,S,M,patrick23@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Patrick Morris,1961
25542,Mr.,Gerald,Gutierrez,12-Jan-58,S,M,gerald19@adventure-works.com,10000,1,Bachelors,Manual,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Gerald Gutierrez,1958
25541,Mr.,Gary,Hernandez,22-Sep-58,M,M,gary14@adventure-works.com,10000,1,Bachelors,Manual,N,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Gary Hernandez,1958
12544,Mr.,Bruce,Jordan,27-Mar-58,M,M,bruce1@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Bruce Jordan,1958
16043,Mr.,Mathew,Romero,13-Mar-58,S,M,mathew5@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Mathew Romero,1958
16039,Mr.,Steve,Yang,06-May-61,M,M,steve9@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Steve Yang,1961
12217,Mr.,Kyle,Roberts,03-Jul-61,M,M,kyle34@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Kyle Roberts,1961
12218,Mr.,Mitchell,Xu,26-Nov-61,M,M,mitchell4@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Mitchell Xu,1961
12219,Mr.,Kurt,Nara,14-Apr-61,M,M,kurt17@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Kurt Nara,1961
12535,Mr.,Clifford,Kapoor,18-Feb-62,S,M,clifford1@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Clifford Kapoor,1962
12536,Mr.,Javier,Dominguez,17-Jun-61,M,M,javier7@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Javier Dominguez,1961
12537,Mr.,Terrence,Luo,18-Mar-61,M,M,terrence6@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Terrence Luo,1961
12543,Mr.,Ruben,Alvarez,20-Jan-58,M,M,ruben28@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Ruben Alvarez,1958
14540,Mr.,Randy,Lin,18-Apr-58,M,M,randy9@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Randy Lin,1958
14533,Mr.,Roberto,Alonso,12-Oct-61,S,M,roberto8@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Roberto Alonso,1961
13501,Mr.,Clayton,Zhu,05-Apr-58,M,M,clayton13@adventure-works.com,10000,1,Bachelors,Manual,Y,Adventure      Works,Yes,Standard,Low,Undergrad,Mr. Clayton Zhu,1958
